,Term,Count
971,Confounding Factors (Epidemiology),6
972,Nigeria,1441712
973,Contusions,46008
974,Heart Failure,1442292
975,Snake Bites,12529
976,Anticonvulsants,49841
977,Intracranial Aneurysm,15210
978,Neuroendoscopes,141
979,Carbon Dioxide,1185016
980,Dietary Supplements,128013
981,Hyperlipidemias,2149
982,Libido,171317
983,Laryngeal Masks,795
984,Fistula,546878
985,Neuromuscular Agents,170
986,Government Agencies,390876
987,gamma-Glutamyltransferase,12407
988,"Radiography, Interventional",34
989,Social Security,1582408
990,Continuity of Patient Care,1351
991,Lower Urinary Tract Symptoms,28971
992,Neural Inhibition,1661
993,Epirubicin,58082
994,Tobacco Industry,74739
995,"Osteoarthritis, Hip",139
996,Second-Look Surgery,2016
997,Drug Packaging,2711
998,Peptidyl-Dipeptidase A,13
999,Patient Care Management,1023
1000,Triglycerides,564916
1001,Bone Screws,18504
1002,Commerce,3754337
1003,Medical Oncology,37634
1004,Ultrasonography,436853
1005,Growth Hormone,311466
1006,Travel,18883224
1007,Hemostatics,814
1008,Periodicity,389443
1009,Interviews as Topic,30
1010,Evaluation Studies as Topic,25
1011,Thrombocytopenia,334828
1012,Psychotic Disorders,52347
1013,Alberta,1095002
1014,Oxygen Inhalation Therapy,236
1015,Luteal Phase,60113
1016,Aortic Valve,268466
1017,Liver Diseases,133066
1018,Hypotension,392480
1019,beta-Endorphin,38988
1020,Arm,20756705
1021,Nuchal Translucency Measurement,773
1022,Critical Care,242470
1023,Sex Factors,628
1024,Education of Intellectually Disabled,3
1025,Spinal Cord Compression,30894
1026,Ischemia,1525762
1027,Early Detection of Cancer,7049
1028,"Receptor, ErbB-2",20
1029,Prenatal Care,101766
1030,"Pancreatitis, Chronic",752
1031,Carotid Stenosis,32400
1032,Adolescent,1289349
1033,Hypoglycemia,377644
1034,Drug Delivery Systems,76739
1035,Wounds and Injuries,2080
1036,Enzyme-Linked Immunosorbent Assay,231761
1037,Sputum,433966
1038,"Infant, Very Low Birth Weight",22
1039,Diabetes Mellitus,1084768
1040,"Depressive Disorder, Major",284
1041,Psychometrics,17347
1042,Pancreatic Fistula,19554
1043,Vitamin D,223841
1044,Insurance Benefits,105817
1045,Emergency Treatment,34676
1046,"Endarterectomy, Carotid",140
1047,Deglutition Disorders,365
1048,False Positive Reactions,1892
1049,"Aortic Aneurysm, Abdominal",50
1050,"DNA, Viral",18
1051,Resuscitation,470472
1052,Scapula,105828
1053,Apoptosis,5282306
1054,Ophthalmoscopy,25493
1055,Urban Health Services,145
1056,Multivariate Analysis,517039
1057,Nasal Cavity,99109
1058,"Personnel Administration, Hospital",1
1059,"Ligaments, Articular",90
1060,Arterial Occlusive Diseases,820
1061,Drug Interactions,85593
1062,Emergency Nursing,3112
1063,Constriction,273255
1064,Disease-Free Survival,171369
1065,Crotalus,7224
1066,Sports,9537999
1067,"Microscopy, Electron",2507
1068,"Chemoembolization, Therapeutic",6
1069,Workload,736029
1070,Geographic Information Systems,20542
1071,"Genes, abl",5
1072,Viral Load,363094
1073,Abdominal Injuries,7293
1074,Galvanic Skin Response,6228
1075,Remote Consultation,1821
1076,Socioeconomic Factors,53426
1077,Hypertension,3464842
1078,Muscle Contraction,125619
1079,Hydrocortisone,121865
1080,"Goiter, Nodular",46
1081,Cost of Illness,5393
1082,Disease Progression,603522
1083,Respiration,793119
1084,Esophagus,440703
1085,Health Manpower,2376
1086,Israel,10107555
1087,British Columbia,828572
1088,Placebos,39805
1089,Pulmonary Ventilation,7715
1090,Midazolam,168228
1091,"Kidney Failure, Chronic",322
1092,Maze Learning,3124
1093,Prosthesis Failure,1144
1094,Neuronal Plasticity,25246
1095,"Antigens, Plant",14
1096,Serum Albumin,495619
1097,"Adaptation, Psychological",93
1098,Communicable Diseases,53627
1099,Cochlea,157441
1100,Syringes,197306
1101,Magnetic Resonance Angiography,26997
1102,Ambulatory Surgical Procedures,415
1103,Thyroxine,107372
1104,Medicine,9079049
1105,Psychomotor Agitation,5111
1106,First Aid,263541
1107,Lactic Acid,288919
1108,World Health Organization,737704
1109,Friction,1906162
1110,Anterior Chamber,132194
1111,"Neovascularization, Physiologic",3
1112,Orthodontic Appliance Design,119
1113,Sheep,2763655
1114,Allied Health Personnel,1044
1115,Health Education,216839
1116,"Analgesia, Obstetrical",3
1117,Stomach Neoplasms,475
1118,Taxes,5256514
1119,"Tomography, Emission-Computed",63
1120,Cancer Care Facilities,233
1121,Nurse Practitioners,58767
1122,"Adenocarcinoma, Mucinous",524
1123,Surgical Instruments,75163
1124,Fluoroimmunoassay,3999
1125,"Imaging, Three-Dimensional",223
1126,Interleukin-6,160961
1127,Cecal Neoplasms,22
1128,Neck Pain,138926
1129,"Ultrasonography, Doppler, Transcranial",14
1130,Telemedicine,174431
1131,Hemodynamics,185564
1132,Hypoalbuminemia,41496
1133,Patient Access to Records,79
1134,Anterior Cruciate Ligament Injuries,1738
1135,Dietary Carbohydrates,6601
1136,Catheter-Related Infections,4997
1137,HIV,8493086
1138,"Ultrasonography, Doppler, Pulsed",5
1139,Twins,1535228
1140,Anorexia,299690
1141,Logistic Models,18350
1142,Esophagitis,94250
1143,Radiography,280875
1144,Odontometry,87
1145,Japan,9814748
1146,Office Visits,36694
1147,San Francisco,4008415
1148,"Infant, Premature",84
1149,Sweden,2548242
1150,Geriatric Nursing,2678
1151,Ligation,610210
1152,Kenya,1176434
1153,Counseling,1426400
1154,Nose,4537548
1155,Sleep Initiation and Maintenance Disorders,65
1156,Humerus,165702
1157,Venous Thrombosis,118691
1158,"Pregnancy, Unplanned",100
1159,Diabetes Complications,24059
1160,Spinal Cord Injuries,34942
1161,Awareness,4604917
1162,ST Elevation Myocardial Infarction,421
1163,"Sterilization, Tubal",28
1164,"Injections, Intra-Articular",9
1165,Age of Onset,111489
1166,Urological Agents,10
1167,In Situ Nick-End Labeling,126
1168,Specialization,508900
1169,Protective Devices,18669
1170,Occupations,556661
1171,Thoracic Wall,11104
1172,Thoracic Injuries,3621
1173,"Chromatography, Affinity",1157
1174,Quality of Life,2295972
1175,Pulmonary Valve Insufficiency,379
1176,Pulmonary Surfactants,961
1177,Diastole,82175
1178,Craniotomy,95067
1179,Cognition Disorders,604
1180,Neurotoxins,48657
1181,"Lasers, Semiconductor",273
1182,Physical Endurance,10682
1183,Patient Satisfaction,196756
1184,"Monitoring, Intraoperative",57
1185,Physician's Role,2018
1186,"Hematoma, Epidural, Spinal",3
1187,Truth Disclosure,167
1188,Lipase,365376
1189,Tobacco Products,148280
1190,Paclitaxel,443617
1191,Hazardous Substances,69351
1192,Kidney Neoplasms,505
1193,"Audiometry, Pure-Tone",14
1194,Glycated Hemoglobin A,83
1195,Weight-Bearing,77569
1196,Public Health Practice,17645
1197,Neck Dissection,54559
1198,Staphylococcus epidermidis,22331
1199,Endothelin-1,78893
1200,"Analgesics, Opioid",161
1201,"Ossification, Heterotopic",9
1202,Victoria,2567060
1203,Sickness Impact Profile,3297
1204,Carcinoma,3895849
1205,Bupivacaine,136783
1206,"Tomography, Emission-Computed, Single-Photon",34
1207,Delivery of Health Care,11613
1208,Intestines,320518
1209,Aspartate Aminotransferases,1474
1210,Mammaplasty,9607
1211,Up-Regulation,491518
1212,Mitral Valve,233045
1213,Nonprescription Drugs,3483
1214,"Liver Diseases, Alcoholic",84
1215,"Obesity, Morbid",183
1216,"Tuberculosis, Meningeal",25
1217,Health Services for the Aged,69
1218,Proliferating Cell Nuclear Antigen,37958
1219,Colonic Neoplasms,1737
1220,Uterine Cervical Neoplasms,135
1221,Hypertrophy,715432
1222,"Receptors, Somatostatin",82
1223,Papillomavirus Infections,1882
1224,Suicide,3935443
1225,Computational Biology,60600
1226,Depressive Disorder,202501
1227,National Health Programs,976
1228,Androsterone,7259
1229,Fear,16489155
1230,Safety Management,28430
1231,Margins of Excision,665
1232,Immunoglobulins,163123
1233,Racquet Sports,2985
1234,"Medical Records Systems, Computerized",32
1235,Brachytherapy,164785
1236,Markov Chains,12911
1237,Anti-Asthmatic Agents,548
1238,"Catheters, Indwelling",67
1239,"Ischemic Attack, Transient",34
1240,Cardiopulmonary Resuscitation,66225
1241,C-Peptide,8092
1242,"Anatomy, Cross-Sectional",28
1243,"RNA, Neoplasm",3
1244,Affect,20453159
1245,Regional Medical Programs,209
1246,Morphine,798525
1247,Miniaturization,197497
1248,"Hospitals, Group Practice",1
1249,Reimbursement Mechanisms,920
1250,"Receptors, GABA-A",3
1251,Rectal Neoplasms,583
1252,Cognition,1091193
1253,Anterior Cruciate Ligament,92834
1254,Sarcoma,526267
1255,Organometallic Compounds,13034
1256,Mitoxantrone,47626
1257,Infant,2919755
1258,Rats,8776275
1259,Nomograms,28462
1260,Thailand,1567349
1261,Narcotics,710368
1262,"Hernia, Diaphragmatic",92
1263,Pregnant Women,977563
1264,Phenanthrenes,2274
1265,Chorionic Villi Sampling,639
1266,Waiting Lists,52164
1267,Epilepsy,1184518
1268,Stroke Volume,99795
1269,"Sphincterotomy, Endoscopic",83
1270,Atrial Fibrillation,423377
1271,Electrocardiography,66650
1272,Prone Position,81393
1273,Bezafibrate,15526
1274,Epidemiologic Methods,2552
1275,"Biopsy, Needle",133
1276,"Carcinoma, Intraductal, Noninfiltrating",4
1277,Blood Pressure,3408152
1278,Coronary Artery Bypass,170939
1279,Medicaid,1295400
1280,Tolonium Chloride,175
1281,Follicular Phase,35571
1282,Income,11793765
1283,Cholecystectomy,179040
1284,"Coated Materials, Biocompatible",4
1285,Andropause,5135
1286,United Kingdom,2589271
1287,Tibial Fractures,11247
1288,Venous Pressure,72207
1289,Iodized Oil,4973
1290,Statistics as Topic,11
1291,"Arrhythmias, Cardiac",1045
1292,"Death, Sudden, Cardiac",22
1293,Respiratory Tract Fistula,60
1294,Neoplasm Proteins,11
1295,Nurses' Aides,1608
1296,Social Behavior,114988
1297,"Education, Medical, Continuing",15
1298,Europe,16627057
1299,Diffusion Magnetic Resonance Imaging,1574
1300,"Sexual Dysfunctions, Psychological",22
1301,Magnetic Resonance Imaging,800029
1302,Otolithic Membrane,931
1303,Oncology Nursing,6496
1304,Kidney Transplantation,100665
1305,Lymphedema,99279
1306,Pulsatile Flow,15319
1307,Random Allocation,21120
1308,Computer Systems,414759
1309,Hispanic Americans,13444
1310,Thinness,83938
1311,"Surgical Procedures, Operative",104
1312,Radiopharmaceuticals,40676
1313,Androgens,154900
1314,Cerebrospinal Fluid,366957
1315,"Neoplasms, Multiple Primary",6
1316,Orthopedic Procedures,6275
1317,Veterans,2757055
1318,Fetal Diseases,490
1319,Health Promotion,257231
1320,Microsatellite Repeats,2854
1321,Urban Population,64233
1322,African Continental Ancestry Group,27
1323,Wound Healing,580488
1324,Heart,31709712
1325,Chromones,3299
1326,Endometrium,224426
1327,DNA Helicases,82
1328,"History, Ancient",1528
1329,Solutions,13783050
1330,Mandelic Acids,328
1331,Pediatric Obesity,6927
1332,Sulfones,16318
1333,Patient Safety,253534
1334,Self Disclosure,680
1335,Stroke,5846812
1336,Child Mortality,60513
1337,Cytokines,2840306
1338,Patient Discharge Summaries,213
1339,Superoxides,6159
1340,Fasting,1520615
1341,Sterilization Reversal,293
1342,Dopamine,1341831
1343,Intestinal Absorption,43392
1344,Tetralogy of Fallot,8217
1345,Diet Records,4157
1346,"Anesthesia, Obstetrical",8
1347,Intercellular Adhesion Molecule-1,27200
1348,"Emergency Service, Hospital",67
1349,"Dental Implantation, Endosseous",35
1350,"Leukemia, Myeloid",306
1351,"Diabetes Mellitus, Type 1",250
1352,Pamphlets,233721
1353,Drug-Eluting Stents,21466
1354,Child Behavior,30325
1355,Cyanoacrylates,4374
1356,Amides,124197
1357,Neurons,7118984
1358,Leadership,6558729
1359,"Delivery, Obstetric",208
1360,Cooperative Behavior,15759
1361,Catheters,448986
1362,"Pain, Postoperative",1006
1363,Cell Proliferation,1771447
1364,Spouses,526964
1365,Pre-Eclampsia,96982
1366,Cervix Uteri,7871
1367,Diabetic Retinopathy,185109
1368,Nutritional Sciences,7794
1369,Neurologic Examination,15708
1370,"Ultrasonography, Doppler, Duplex",10
1371,Aged,5137624
1372,Heart Rate,1382907
1373,Angina Pectoris,86753
1374,Employment,7835563
1375,Clinical Competence,10379
1376,Ilium,44371
1377,Endometrial Neoplasms,380
1378,Statistical Distributions,13691
1379,Tooth Crown,6295
1380,Capillaries,356543
1381,Endometriosis,354297
1382,Suture Techniques,3465
1383,Bone Wires,43
1384,"Injections, Intramuscular",49
1385,Hemorrhage,1029188
1386,Iceland,1019511
1387,Melanoma,1616913
1388,"Financing, Personal",36
1389,Homes for the Aged,2725
1390,Cervical Vertebrae,32555
1391,"Nose Deformities, Acquired",5
1392,Software,28618924
1393,"Hematoma, Subdural",368
1394,Autoantibodies,338680
1395,Double-Blind Method,1724
1396,Cyclooxygenase 2 Inhibitors,340
1397,Recurrence,2820657
1398,"Endoscopy, Gastrointestinal",105
1399,Karnofsky Performance Status,5119
1400,Non-alcoholic Fatty Liver Disease,34494
1401,Membrane Proteins,292575
1402,Suture Anchors,13426
1403,Parent-Child Relations,5562
1404,Cardiac Surgical Procedures,3560
1405,"Genes, erbB-1",3
1406,Overweight,1362577
1407,Learning,17610896
1408,Coloring Agents,14402
1409,HIV-2,65949
1410,Antibiotic Prophylaxis,49835
1411,Bronchi,256780
1412,Chlorides,80180
1413,Disabled Persons,37381
1414,Myocardial Infarction,1024046
1415,Proto-Oncogene Proteins c-kit,23
1416,Colonic Diseases,1282
1417,Motor Activity,90764
1418,"Anastomosis, Surgical",37
1419,Peripheral Nerve Injuries,5047
1420,Temporomandibular Joint Disc,822
1421,Transforming Growth Factor beta1,3632
1422,Longitudinal Ligaments,1479
1423,Embolism,350818
1424,Michigan,4570620
1425,"Polymorphism, Single Nucleotide",98
1426,Alcoholism,409142
1427,"Immunity, Innate",227
1428,Cardiology,312662
1429,Videotape Recording,2378
1430,Social Work,280812
1431,Hodgkin Disease,311
1432,Knee Injuries,32513
1433,"Angioplasty, Balloon, Coronary",6
1434,Cataract,714529
1435,Blast Injuries,4768
1436,Plasminogen Activator Inhibitor 1,5842
1437,"Radiotherapy Planning, Computer-Assisted",3
1438,Motivation,2702403
1439,"Diagnostic Tests, Routine",9
1440,Myometrium,67877
1441,Testicular Hydrocele,209
1442,"Hospitals, Voluntary",41
1443,"Radiotherapy, Image-Guided",58
1444,"Food, Fortified",98
1445,Dissociative Disorders,8938
1446,"Thrombocytopenia, Neonatal Alloimmune",8
1447,Telephone,4977802
1448,Albuminuria,115557
1449,Spinal Cord,1413852
1450,Blood Flow Velocity,36525
1451,Family Practice,48119
1452,"Chemotherapy, Adjuvant",573
1453,Myocardial Revascularization,14759
1454,Maternal Age,144801
1455,"Antibodies, Antiphospholipid",263
1456,Policy Making,67922
1457,Testosterone,1177516
1458,"Electrophysiologic Techniques, Cardiac",8
1459,HIV-1,1392150
1460,Health Services Research,45025
1461,"Receptors, Adrenergic, beta",36
1462,Blood Glucose Self-Monitoring,1084
1463,Myoclonus,53658
1464,"Physicians, Women",134
1465,Middle Aged,72139
1466,Risk Management,375589
1467,Vesicular Transport Proteins,206
1468,Enoxaparin,58304
1469,Pupil,887815
1470,Vaccination,2085993
1471,Vascular Surgical Procedures,824
1472,Feeding Behavior,52467
1473,Air Ambulances,3042
1474,Pain,25862957
1475,Esophageal and Gastric Varices,843
1476,Immunoglobulin G,11592
1477,Anthropometry,48969
1478,"DNA, Plant",19
1479,Hippocampus,1292646
1480,"Administration, Cutaneous",14
1481,Brain Concussion,2106
1482,Bone Marrow Transplantation,91803
1483,Professional-Patient Relations,71
1484,Dyslipidemias,8123
1485,Cattle,2653306
1486,Maxillary Diseases,26
1487,Brain,20486268
1488,Biomarkers,1778320
1489,Paresthesia,49550
1490,Neonatal Screening,11674
1491,Placenta,578679
1492,"Hepatitis, Chronic",1651
1493,Alcohol-Related Disorders,2391
1494,Curriculum,1602729
1495,Risk Factors,3247177
1496,Cell Division,419363
1497,"Angioplasty, Balloon",86
1498,Zeolites,109201
1499,Vesico-Ureteral Reflux,1620
1500,Ghana,809894
1501,Africa South of the Sahara,707
1502,Confidentiality,720775
1503,"Education, Special",2450
1504,"Hospitals, Public",2570
1505,Osteomyelitis,148515
1506,Recommended Dietary Allowances,4292
1507,Clinical Clerkship,2827
1508,K562 Cells,907
1509,Sorbitol,141591
1510,Bilirubin,414742
1511,"Neoplasms, Unknown Primary",5
1512,Inflammatory Bowel Diseases,37004
1513,Animal Assisted Therapy,957
1514,Running,24695688
1515,Imatinib Mesylate,15991
1516,Bed Occupancy,7146
1517,Cell Phone,1326975
1518,DNA Mutational Analysis,10
1519,Albumins,15101
1520,Breast Implants,49668
1521,Acclimatization,60658
1522,Torque,1959951
1523,Oxidative Stress,1927399
1524,Sotalol,20578
1525,Pituitary Gland,107753
1526,Personnel Staffing and Scheduling,19
1527,Bone and Bones,58
1528,Government Regulation,71371
1529,Pericardium,87966
1530,Organoplatinum Compounds,53
1531,Records as Topic,5
1532,Immunoglobulin E,3554
1533,Diagnosis-Related Groups,4208
1534,Apgar Score,1889
1535,Patient Selection,110919
1536,Transforming Growth Factor beta,48587
1537,Androgen Antagonists,473
1538,Refusal to Participate,15278
1539,"Neoplasm Recurrence, Local",34
1540,Neutrophils,1145170
1541,Quality of Health Care,21396
1542,Immunoassay,318817
1543,African Americans,586264
1544,Posture,1205596
1545,Biofilms,424057
1546,Neoplasm Staging,152
1547,Transfer (Psychology),4
1548,Cerebral Hemorrhage,37091
1549,Uterine Neoplasms,647
1550,"Lupus Erythematosus, Systemic",922
1551,"Infant, Extremely Low Birth Weight",10
1552,Tissue Expansion,13090
1553,Radionuclide Imaging,5799
1554,Nephrectomy,189012
1555,Calibration,2338191
1556,Time and Motion Studies,913
1557,Benzamides,6524
1558,DNA Transposable Elements,24
1559,Pubic Symphysis,14326
1560,Patients,90142472
1561,Vitiligo,102608
1562,Temporomandibular Joint Disorders,2395
1563,Catholicism,336408
1564,Isoflurane,266618
1565,Texas,10975606
1566,"Hypersensitivity, Immediate",29
1567,"Dose-Response Relationship, Drug",10
1568,Chordae Tendineae,7446
1569,Orthodontic Wires,2081
1570,Linguistics,342523
1571,Tumor Necrosis Factor-alpha,80695
1572,Respiratory Tract Infections,87164
1573,Substance Withdrawal Syndrome,68
1574,Patient Acceptance of Health Care,35
1575,"Heart Defects, Congenital",60
1576,Referral and Consultation,341
1577,Guideline Adherence,10966
1578,"Respiratory Distress Syndrome, Adult",44
1579,Medical Errors,37139
1580,"Carcinoma, Renal Cell",1126
1581,Phlebitis,26301
1582,"Tuberculosis, Pulmonary",418
1583,Certification,2034524
1584,Ascomycota,27136
1585,"Hair Cells, Auditory, Outer",0
1586,"Education, Distance",495
1587,"Antibodies, Bacterial",101
1588,Aortic Valve Stenosis,12838
1589,Tinnitus,372043
1590,Vinblastine,56887
1591,Adult,18429852
1592,Urology,144264
1593,Quality-Adjusted Life Years,13942
1594,Female,14255308
1595,"Biopsy, Fine-Needle",95
1596,Lymph Nodes,917432
1597,Caregivers,991249
1598,Cohort Studies,225401
1599,Family,53563722
1600,Quebec,1323683
1601,"Colitis, Ulcerative",278
1602,Digoxin,116825
1603,Obsessive-Compulsive Disorder,62174
1604,Macrophages,2982919
1605,Subtraction Technique,5099
1606,"Administration, Intravenous",366
1607,Illinois,4317659
1608,Body Dysmorphic Disorders,352
1609,Child Health Services,8923
1610,Hip Prosthesis,12000
1611,"Wounds, Penetrating",45
1612,Prostatic Neoplasms,732
1613,Maternal Mortality,106353
1614,"Epilepsy, Temporal Lobe",100
1615,Consciousness Disorders,1009
1616,Cell Death,1914453
1617,Patient Compliance,63205
1618,"Models, Animal",517
1619,Estradiol,451696
1620,"Ultrasonography, Doppler",68
1621,"Outpatient Clinics, Hospital",82
1622,Regression Analysis,1096228
1623,Drainage,1331433
1624,Gastroesophageal Reflux,84016
1625,Terminal Care,5085
1626,Bronchial Hyperreactivity,7508
1627,alpha-Crystallin B Chain,8
1628,Perfusion,1253363
1629,Cisplatin,928154
1630,Prostate-Specific Antigen,65931
1631,Ossification of Posterior Longitudinal Ligament,1005
1632,Cholangitis,102472
1633,Atherosclerosis,959064
1634,Protein Biosynthesis,22225
1635,Multiple Trauma,13577
1636,Image Enhancement,22386
1637,"Hospitals, Veterans",80
1638,Lipids,1345721
1639,Urinary Incontinence,144496
1640,"Anesthesia, General",300
1641,Oxygen Consumption,240286
1642,Alcohol Drinking,56968
1643,"Health Knowledge, Attitudes, Practice",88
1644,Disability Evaluation,7407
1645,Hydrogen-Ion Concentration,412
1646,Cardiac Output,257939
1647,Esophageal Neoplasms,1115
1648,Weight Gain,741278
1649,Intelligence Tests,14886
1650,Infertility,567367
1651,Hormone Antagonists,1719
1652,Crohn Disease,1222
1653,Treatment Failure,150768
1654,Intensive Care Units,102696
1655,Portugal,1494120
1656,Organ Sparing Treatments,4
1657,Adenomatous Polyposis Coli,14518
1658,Public Health,3436703
1659,"Catheterization, Central Venous",33
1660,Bandages,220489
1661,Esophagoscopy,5814
1662,"Decompression, Surgical",54
1663,Length of Stay,321306
1664,Survivors,2128992
1665,Military Dentistry,22
1666,Spondylolysis,13486
1667,Proportional Hazards Models,30655
1668,Prednisolone,205659
1669,Celiac Disease,157751
1670,"Students, Medical",1515
1671,Canada,10944206
1672,Penile Neoplasms,85
1673,Intestinal Perforation,11517
1674,"Antineoplastic Agents, Phytogenic",6
1675,Doxorubicin,503051
1676,Ovarian Neoplasms,5192
1677,Vulnerable Populations,70619
1678,Enteritis,69540
1679,Violence,9186189
1680,Follow-Up Studies,63981
1681,"Nursing Staff, Hospital",56
1682,Acetaminophen,195019
1683,Behavior Therapy,41908
1684,"Infant, Newborn, Diseases",11
1685,Leiomyoma,62933
1686,"Hypoxia-Inducible Factor 1, alpha Subunit",109
1687,"Education, Public Health Professional",2
1688,Polyglactin 910,3531
1689,Donor Selection,7639
1690,Classification,6963947
1691,Polyethylene,769564
1692,Osteochondritis Dissecans,6776
1693,"Diagnostic Techniques, Ophthalmological",4
1694,Estrogen Replacement Therapy,12778
1695,Disaster Planning,6458
1696,Sufentanil,33456
1697,Treatment Refusal,1674
1698,"Analgesics, Non-Narcotic",24
1699,"Anemia, Hemolytic",216
1700,Cardiovascular Diseases,334435
1701,Energy Intake,248860
1702,Laser Therapy,52445
1703,Physical Fitness,160522
1704,"Surgery Department, Hospital",47
1705,Asthma,2616672
1706,Endoscopy,463988
1707,Cardiovascular Surgical Procedures,478
1708,Chemoprevention,61029
1709,CA-125 Antigen,9
1710,"Anesthesia, Local",291
1711,Abbreviated Injury Scale,6738
1712,Dietetics,36626
1713,Homocysteine,222054
1714,Educational Measurement,1695
1715,Contraindications,145986
1716,Toluene,352116
1717,Vision Tests,3218
1718,"Hospitals, University",511
1719,Leukemia,1552282
1720,Endolymphatic Hydrops,7202
1721,New South Wales,747516
1722,Sleep Apnea Syndromes,490
1723,Patient Transfer,8098
1724,School Admission Criteria,33
1725,Hepatorenal Syndrome,10664
1726,Molecular Sequence Data,2141
1727,Health Services,995461
1728,DMF Index,93
1729,"Infusions, Intravenous",52
1730,Antihypertensive Agents,27028
1731,Ligands,1679660
1732,Survival,12253525
1733,"Wounds, Nonpenetrating",9
1734,Lidocaine,248472
1735,Collagen,2894893
1736,Retroperitoneal Space,10014
1737,Crime,11352432
1738,Alleles,1587330
1739,"Fetal Membranes, Premature Rupture",3
1740,Discriminant Analysis,115310
1741,Ambulances,163799
1742,"Mammary Glands, Human",8
1743,Antineoplastic Agents,17078
1744,Multidetector Computed Tomography,11260
1745,Gastric Mucosa,111729
1746,Sirolimus,77499
1747,Bisexuality,43524
1748,Warfarin,336050
1749,Sclerosis,979368
1750,Glioma,685096
1751,Paralysis,568760
1752,Internet,15544728
1753,Laparoscopy,203666
1754,T-Lymphocytes,976
1755,Fibrinolytic Agents,3014
1756,Menopause,384883
1757,"Infertility, Female",228
1758,Liver,10234117
1759,Phagocytes,114432
1760,Ureteroscopy,19089
1761,"Wounds, Gunshot",111
1762,"Drug Resistance, Viral",58
1763,Macular Degeneration,152441
1764,Gastroenterology,157242
1765,Defecation,115261
1766,Young Adult,1041253
1767,Sleep,17414966
1768,Poisoning,918345
1769,Dental Models,2818
1770,alpha-Fetoproteins,201
1771,Bone Neoplasms,1039
1772,Pressure,24568970
1773,Distance Perception,2980
1774,Coronary Angiography,141708
1775,Trachea,264172
1776,"Blood Loss, Surgical",453
1777,Medical Records,792692
1778,Androstenols,20
1779,Male,15860486
1780,General Surgery,72917
1781,Dura Mater,44322
1782,Neoplasm Invasiveness,66
1783,Anastomotic Leak,44957
1784,Gallbladder Neoplasms,107
1785,Postmenopause,8956
1786,Survival Analysis,184292
1787,Sports Equipment,29685
1788,Cell Line,2232392
1789,Papanicolaou Test,184
1790,Tissue Donors,4249
1791,Estrogens,189159
1792,Fracture Fixation,14256
1793,Equipment Design,6872
1794,Synapses,668991
1795,Wales,2863390
1796,Weight Reduction Programs,692
1797,Terminology as Topic,8
1798,Glial Fibrillary Acidic Protein,54968
1799,Alprostadil,8227
1800,Uterine Contraction,8602
1801,Retirement,3389673
1802,Respiratory Tract Diseases,3773
1803,Treatment Outcome,122443
1804,Residence Characteristics,195
1805,Australian Capital Territory,31673
1806,Queensland,1126321
1807,Optometry,47322
1808,"Pregnancy Trimester, Third",3
1809,Memory Disorders,9551
1810,Family Conflict,13394
1811,Animals,15414377
1812,"Pregnancy Trimester, First",7
1813,"Epilepsies, Partial",11
1814,"Antibodies, Viral",264
1815,Crown-Rump Length,7170
1816,Anal Canal,30894
1817,Vitamin D Deficiency,2360
1818,Assisted Living Facilities,13814
1819,Anti-Bacterial Agents,2358
1820,Latex Hypersensitivity,322
1821,Italy,5629574
1822,Anxiety,5551547
1823,Nortropanes,58
1824,Ambulatory Care,49701
1825,Pancreatic Diseases,7650
1826,Hypoglycemic Agents,22468
1827,Hospital Records,64346
1828,Vertebral Artery,57486
1829,"Muscle, Skeletal",965
1830,"Pulmonary Disease, Chronic Obstructive",154
1831,Reoperation,141073
1832,Automobile Driving,1731
1833,Sex Distribution,29226
1834,Hospitals,4037601
1835,Self Report,14295
1836,"Decision Support Systems, Clinical",49
1837,DNA Fragmentation,2982
1838,Water,61312700
1839,Vagina,598592
1840,Enema,93011
1841,Advance Directives,21100
1842,Skin Diseases,87695
1843,Reaction Time,356311
1844,"Intubation, Intratracheal",22
1845,Norway,1775152
1846,"Embolism, Air",57
1847,Anterior Cruciate Ligament Reconstruction,16665
1848,Prognosis,2426097
1849,"Blotting, Western",105
1850,Pectins,24289
1851,"Fatty Acids, Omega-3",297
1852,Egypt,5437261
1853,Ruthenium Radioisotopes,5
1854,Tissue Adhesions,954
1855,Gonorrhea,90926
1856,"Fatty Liver, Alcoholic",366
1857,"Menisci, Tibial",23
1858,"Hierarchy, Social",212
1859,Electrolytes,295108
1860,Pain Measurement,3394
1861,"Databases, Factual",11
1862,Community Mental Health Centers,4977
1863,Stainless Steel,832377
1864,Inflammation,5145446
1865,Consanguinity,48817
1866,Blood Proteins,10388
1867,Gastrointestinal Stromal Tumors,16234
1868,Elasticity,596193
1869,Bone Nails,272
1870,Iliac Artery,60090
1871,Athletes,2371095
1872,Hot Flashes,55205
1873,"Hepatitis C, Chronic",37
1874,Hearing Disorders,5779
1875,Phonetics,33327
1876,Dogs,6742867
1877,Unnecessary Procedures,5345
1878,Urodynamics,12181
1879,Polymerase Chain Reaction,745382
1880,Age Distribution,97731
1881,Health Policy,225537
1882,KCNQ1 Potassium Channel,11
1883,Flaviviridae Infections,132
1884,Nurse-Patient Relations,187
1885,Trauma Centers,24609
1886,Antivenins,669
1887,"Practice Patterns, Physicians'",4
1888,Registries,282086
1889,Mosaicism,66673
1890,Postoperative Period,133442
1891,Radiation Oncology,59698
