,Term,Count
1269,obesity,19007955
1270,rural,50757741
1271,response,243675946
1272,vitamin d deficiency,27918
1273,laser,44152371
1274,incomplete,13597293
1275,bcr,94248
1276,pa,53462758
1277,european,6825344
1278,fibrosis,5702622
1279,postpartum,3915343
1280,misty,1621055
1281,sputum,1152282
1282,ischaemic events,12423
1283,severe,76120583
1284,unresectable,339569
1285,(,9009788380
1286,positioning,19117534
1287,non - francophone,1
1288,mortality,26659810
1289,dogs,89655223
1290,chronic,52836232
1291,over,2311458593
1292,retromandibular,9445
1293,enhance,83682546
1294,rare,84675060
1295,drinking,55089124
1296,african americans,119089
1297,phonological awareness,136667
1298,analgesia,1356111
1299,vascular abnormalities,40351
1300,histologic evaluation,20104
1301,hypertensive status,4321
1302,aneurysm,2114821
1303,leuprolide,52756
1304,cervical nodes,10770
1305,quality of life outcomes,33546
1306,systemic,16022033
1307,microparticle,89195
1308,barthel index,1370
1309,posterior mandibular sites,38
1310,stimulate,15200408
1311,block,201397248
1312,resistance indexes,2138
1313,rodent,3317429
1314,achilles tendon,105648
1315,left hemisphere,274877
1316,antibacterial - loaded hydrogel,0
1317,9,12023704425
1318,preoperative education,6364
1319,gemeprost,2919
1320,centre,84694477
1321,colonoscopy,1595458
1322,audit,24911754
1323,fractional,4530653
1324,mechanical alignment,11560
1325,multidetector,77939
1326,hepatic arterial,32556
1327,pretreatment,1979973
1328,spondylolysis,45974
1329,apoplexy,156993
1330,macular degeneration,1252747
1331,11 - 14 weeks,148
1332,homocysteine,714420
1333,tinnitus,3310105
1334,bone infarcts,1569
1335,prostate specific antigen,84479
1336,aganglionosis,12612
1337,dickkopf - 3,0
1338,subfoveal,41622
1339,fracture,10464049
1340,outcomes,72714255
1341,semicircular canal,57955
1342,- miller syndrome,0
1343,endovenous,57736
1344,risk stratification,395521
1345,rheumatoid arthritis,3463742
1346,lumbar,4726019
1347,running speed,279009
1348,clearance,19205320
1349,benign,7288042
1350,terrorism,15843090
1351,transcranial,433868
1352,second - look,133
1353,prefilled textured saline,24
1354,posterior choroidal,2894
1355,prescribing,4389237
1356,conscious state,92594
1357,higher / lower,2394
1358,leaks,15183888
1359,inverse equity,705
1360,hepatitis,7374691
1361,somatostatin,384666
1362,isoproterenol,163421
1363,endocarditis,712470
1364,insert,38572454
1365,nhs,1549386
1366,association,58460504
1367,urticaria,616851
1368,enemas,411469
1369,ethnicity,8332613
1370,middle turbinate,21805
1371,insulin resistance,3321322
1372,2nd,88584520
1373,node,69347211
1374,kenya,4270950
1375,hdl - cholesterol,1
1376,ill,163243271
1377,bleeding,19537180
1378,2015,238151252
1379,hepatocellular carcinomas,46092
1380,pap,17727287
1381,healthier lifestyles,142535
1382,vaginal,8599990
1383,lymph node,2229292
1384,peripheral,14197808
1385,worse,90376188
1386,irritable,2684400
1387,warm,149424933
1388,4,12959858313
1389,corticosteroid,1391724
1390,thrombocytopenia,1120150
1391,missed,69945509
1392,to smoke,3995517
1393,perinatal education,2717
1394,hernia,2482843
