,Term,Count
1295,drinking,5013908
1296,african americans,2452
1297,phonological awareness,17866
1298,analgesia,443147
1299,vascular abnormalities,16265
1300,histologic evaluation,10206
1301,hypertensive status,2323
1302,aneurysm,681428
1303,leuprolide,14091
1304,cervical nodes,3663
1305,quality of life outcomes,7347
1306,systemic,3524246
1307,microparticle,42278
1308,barthel index,141
1309,posterior mandibular sites,22
1310,stimulate,1522151
1311,block,23106048
1312,resistance indexes,1258
1313,rodent,622200
1314,achilles tendon,5493
1315,left hemisphere,117474
1316,antibacterial - loaded hydrogel,0
1317,9,1837931440
1318,preoperative education,1739
1319,gemeprost,1292
1320,centre,6153533
1321,colonoscopy,299476
1322,audit,1482861
1323,fractional,1401580
1324,mechanical alignment,5706
1325,multidetector,33012
1326,hepatic arterial,20611
1327,pretreatment,875455
1328,spondylolysis,12433
1329,apoplexy,39960
1330,macular degeneration,142949
1331,11 - 14 weeks,17
1332,homocysteine,204139
1333,tinnitus,336672
1334,bone infarcts,571
1335,prostate specific antigen,31907
1336,aganglionosis,6451
1337,dickkopf - 3,0
1338,subfoveal,20547
1339,fracture,2349832
1340,outcomes,9022971
1341,semicircular canal,24222
1342,- miller syndrome,0
1343,endovenous,8207
1344,risk stratification,133332
1345,rheumatoid arthritis,573949
1346,lumbar,959137
1347,running speed,41134
1348,clearance,2210712
1349,benign,1637230
1350,terrorism,1862085
1351,transcranial,133029
1352,second - look,9
1353,prefilled textured saline,13
1354,posterior choroidal,1212
1355,prescribing,596781
1356,conscious state,19700
1357,higher / lower,129
1358,leaks,937737
1359,inverse equity,145
1360,hepatitis,1708033
1361,somatostatin,189863
1362,isoproterenol,115309
1363,endocarditis,197731
1364,insert,6914426
1365,nhs,6207
1366,association,11588460
1367,urticaria,109279
1368,enemas,34954
1369,ethnicity,931238
1370,middle turbinate,8282
1371,insulin resistance,884745
1372,2nd,6489094
1373,node,15724669
1374,kenya,7582
1375,hdl - cholesterol,0
1376,ill,18447229
1377,bleeding,3062699
1378,2015,29181551
1379,hepatocellular carcinomas,23409
1380,pap,2756314
1381,healthier lifestyles,7937
1382,vaginal,1133994
1383,lymph node,1032692
1384,peripheral,4891465
1385,worse,8746659
1386,irritable,258982
1387,warm,9208424
1388,4,2107418976
1389,corticosteroid,295225
1390,thrombocytopenia,310460
1391,missed,5573714
1392,to smoke,339199
1393,perinatal education,222
1394,hernia,436279
