,Term,Count
958,"Mice, Inbred BALB C",244
959,"Pattern Recognition, Automated",165
960,Postoperative Hemorrhage,11331
961,Child Language,83171
962,Escherichia coli,2419319
963,von Willebrand Factor,16507
964,Hormone Replacement Therapy,658130
965,Penile Diseases,1314
966,Interleukin-8,94013
967,"Receptors, Progesterone",3457
968,Shoulder Joint,472734
969,Pregnancy Outcome,136888
970,Health Status,2507353
971,Confounding Factors (Epidemiology),12
972,Nigeria,48000952
973,Contusions,191700
974,Heart Failure,7028966
975,Snake Bites,150422
976,Anticonvulsants,293584
977,Intracranial Aneurysm,45500
978,Neuroendoscopes,1266
979,Carbon Dioxide,9298196
980,Dietary Supplements,8463925
981,Hyperlipidemias,7561
982,Libido,14857551
983,Laryngeal Masks,7259
984,Fistula,1707196
985,Neuromuscular Agents,550
986,Government Agencies,6041680
987,gamma-Glutamyltransferase,18092
988,"Radiography, Interventional",132
989,Social Security,17923041
990,Continuity of Patient Care,11713
991,Lower Urinary Tract Symptoms,115634
992,Neural Inhibition,5438
993,Epirubicin,107537
994,Tobacco Industry,628112
995,"Osteoarthritis, Hip",2218
996,Second-Look Surgery,3524
997,Drug Packaging,22729
998,Peptidyl-Dipeptidase A,66
999,Patient Care Management,16204
1000,Triglycerides,2484312
1001,Bone Screws,25855
1002,Commerce,34534895
1003,Medical Oncology,424346
1004,Ultrasonography,1135935
1005,Growth Hormone,2630255
1006,Travel,379126531
1007,Hemostatics,3629
1008,Periodicity,833901
1009,Interviews as Topic,203
1010,Evaluation Studies as Topic,183
1011,Thrombocytopenia,1231836
1012,Psychotic Disorders,217649
1013,Alberta,14765085
1014,Oxygen Inhalation Therapy,665
1015,Luteal Phase,224704
1016,Aortic Valve,890133
1017,Liver Diseases,525875
1018,Hypotension,1819226
1019,beta-Endorphin,48955
1020,Arm,157581175
1021,Nuchal Translucency Measurement,3131
1022,Critical Care,2893461
1023,Sex Factors,3853
1024,Education of Intellectually Disabled,92
1025,Spinal Cord Compression,95869
1026,Ischemia,3008974
1027,Early Detection of Cancer,46705
1028,"Receptor, ErbB-2",36
1029,Prenatal Care,633892
1030,"Pancreatitis, Chronic",3006
1031,Carotid Stenosis,78751
1032,Adolescent,9740010
1033,Hypoglycemia,2016571
1034,Drug Delivery Systems,316598
1035,Wounds and Injuries,22160
1036,Enzyme-Linked Immunosorbent Assay,402144
1037,Sputum,1240424
1038,"Infant, Very Low Birth Weight",58
1039,Diabetes Mellitus,4117059
1040,"Depressive Disorder, Major",771
1041,Psychometrics,165570
1042,Pancreatic Fistula,37666
1043,Vitamin D,3951125
1044,Insurance Benefits,812727
1045,Emergency Treatment,458329
1046,"Endarterectomy, Carotid",460
1047,Deglutition Disorders,925
1048,False Positive Reactions,3678
1049,"Aortic Aneurysm, Abdominal",274
1050,"DNA, Viral",264
1051,Resuscitation,2153588
1052,Scapula,601604
1053,Apoptosis,9573606
1054,Ophthalmoscopy,83056
1055,Urban Health Services,901
1056,Multivariate Analysis,970778
1057,Nasal Cavity,467301
1058,"Personnel Administration, Hospital",44
1059,"Ligaments, Articular",492
1060,Arterial Occlusive Diseases,1798
1061,Drug Interactions,1421477
1062,Emergency Nursing,60906
1063,Constriction,1024115
1064,Disease-Free Survival,301895
1065,Crotalus,37156
1066,Sports,224399700
1067,"Microscopy, Electron",10157
1068,"Chemoembolization, Therapeutic",26
1069,Workload,8981858
1070,Geographic Information Systems,386586
1071,"Genes, abl",19
1072,Viral Load,1188503
1073,Abdominal Injuries,32442
1074,Galvanic Skin Response,33498
1075,Remote Consultation,36889
1076,Socioeconomic Factors,247600
1077,Hypertension,16285444
1078,Muscle Contraction,541831
1079,Hydrocortisone,684988
1080,"Goiter, Nodular",195
1081,Cost of Illness,18288
1082,Disease Progression,1747124
1083,Respiration,3837403
1084,Esophagus,2824186
1085,Health Manpower,14786
1086,Israel,89018657
1087,British Columbia,9896728
1088,Placebos,269820
1089,Pulmonary Ventilation,24236
1090,Midazolam,481493
1091,"Kidney Failure, Chronic",2200
1092,Maze Learning,6344
1093,Prosthesis Failure,2757
1094,Neuronal Plasticity,55465
1095,"Antigens, Plant",37
1096,Serum Albumin,825048
1097,"Adaptation, Psychological",594
1098,Communicable Diseases,527044
1099,Cochlea,465849
1100,Syringes,1609627
1101,Magnetic Resonance Angiography,60480
1102,Ambulatory Surgical Procedures,1772
1103,Thyroxine,491549
1104,Medicine,128342023
1105,Psychomotor Agitation,21661
1106,First Aid,7026411
1107,Lactic Acid,2134267
1108,World Health Organization,6794359
1109,Friction,15335407
1110,Anterior Chamber,309423
1111,"Neovascularization, Physiologic",40
1112,Orthodontic Appliance Design,169
1113,Sheep,23004623
1114,Allied Health Personnel,9437
1115,Health Education,2244482
1116,"Analgesia, Obstetrical",22
1117,Stomach Neoplasms,752
1118,Taxes,66136133
1119,"Tomography, Emission-Computed",135
1120,Cancer Care Facilities,2793
1121,Nurse Practitioners,1107750
1122,"Adenocarcinoma, Mucinous",991
1123,Surgical Instruments,426802
1124,Fluoroimmunoassay,5542
1125,"Imaging, Three-Dimensional",878
1126,Interleukin-6,400777
1127,Cecal Neoplasms,34
1128,Neck Pain,2229198
1129,"Ultrasonography, Doppler, Transcranial",17
1130,Telemedicine,2853010
1131,Hemodynamics,426476
1132,Hypoalbuminemia,100111
1133,Patient Access to Records,804
1134,Anterior Cruciate Ligament Injuries,11693
1135,Dietary Carbohydrates,39883
1136,Catheter-Related Infections,15699
1137,HIV,37679465
1138,"Ultrasonography, Doppler, Pulsed",8
1139,Twins,15412274
1140,Anorexia,2387414
1141,Logistic Models,41085
1142,Esophagitis,405444
1143,Radiography,1228505
1144,Odontometry,552
1145,Japan,108687785
1146,Office Visits,391980
1147,San Francisco,40978572
1148,"Infant, Premature",453
1149,Sweden,28724939
1150,Geriatric Nursing,42473
1151,Ligation,1362134
1152,Kenya,25557278
1153,Counseling,24720110
1154,Nose,43680881
1155,Sleep Initiation and Maintenance Disorders,405
1156,Humerus,663487
1157,Venous Thrombosis,356097
1158,"Pregnancy, Unplanned",725
1159,Diabetes Complications,150518
1160,Spinal Cord Injuries,447645
1161,Awareness,72899244
1162,ST Elevation Myocardial Infarction,3633
1163,"Sterilization, Tubal",170
1164,"Injections, Intra-Articular",154
1165,Age of Onset,292189
1166,Urological Agents,54
1167,In Situ Nick-End Labeling,165
1168,Specialization,6261747
1169,Protective Devices,149143
1170,Occupations,6143572
1171,Thoracic Wall,32994
1172,Thoracic Injuries,10592
1173,"Chromatography, Affinity",1585
1174,Quality of Life,19605566
1175,Pulmonary Valve Insufficiency,947
1176,Pulmonary Surfactants,2257
1177,Diastole,204168
1178,Craniotomy,258560
1179,Cognition Disorders,1836
1180,Neurotoxins,208108
1181,"Lasers, Semiconductor",1287
1182,Physical Endurance,155856
1183,Patient Satisfaction,1184577
1184,"Monitoring, Intraoperative",261
1185,Physician's Role,6437
1186,"Hematoma, Epidural, Spinal",10
1187,Truth Disclosure,797
1188,Lipase,1011981
1189,Tobacco Products,1865560
1190,Paclitaxel,1013845
1191,Hazardous Substances,595706
1192,Kidney Neoplasms,1332
1193,"Audiometry, Pure-Tone",55
1194,Glycated Hemoglobin A,525
1195,Weight-Bearing,439236
1196,Public Health Practice,148649
1197,Neck Dissection,130593
1198,Staphylococcus epidermidis,108231
1199,Endothelin-1,131097
1200,"Analgesics, Opioid",962
1201,"Ossification, Heterotopic",34
1202,Victoria,33415044
1203,Sickness Impact Profile,5873
1204,Carcinoma,9882023
1205,Bupivacaine,345473
1206,"Tomography, Emission-Computed, Single-Photon",78
1207,Delivery of Health Care,164841
1208,Intestines,3183491
1209,Aspartate Aminotransferases,2857
1210,Mammaplasty,33834
1211,Up-Regulation,775596
1212,Mitral Valve,714455
1213,Nonprescription Drugs,60385
1214,"Liver Diseases, Alcoholic",257
1215,"Obesity, Morbid",852
1216,"Tuberculosis, Meningeal",24
1217,Health Services for the Aged,357
1218,Proliferating Cell Nuclear Antigen,57854
1219,Colonic Neoplasms,3973
1220,Uterine Cervical Neoplasms,713
1221,Hypertrophy,2213596
1222,"Receptors, Somatostatin",168
1223,Papillomavirus Infections,11509
1224,Suicide,31840111
1225,Computational Biology,459448
1226,Depressive Disorder,1068595
1227,National Health Programs,6023
1228,Androsterone,45571
1229,Fear,152277632
1230,Safety Management,1035644
1231,Margins of Excision,1446
1232,Immunoglobulins,451210
1233,Racquet Sports,78498
1234,"Medical Records Systems, Computerized",83
1235,Brachytherapy,536114
1236,Markov Chains,93208
1237,Anti-Asthmatic Agents,316
1238,"Catheters, Indwelling",440
1239,"Ischemic Attack, Transient",130
1240,Cardiopulmonary Resuscitation,331973
1241,C-Peptide,30852
1242,"Anatomy, Cross-Sectional",113
1243,"RNA, Neoplasm",32
1244,Affect,185454535
1245,Regional Medical Programs,969
1246,Morphine,3064059
1247,Miniaturization,453512
1248,"Hospitals, Group Practice",35
1249,Reimbursement Mechanisms,5767
1250,"Receptors, GABA-A",52
1251,Rectal Neoplasms,2138
1252,Cognition,6453567
1253,Anterior Cruciate Ligament,417925
1254,Sarcoma,1686127
1255,Organometallic Compounds,51573
1256,Mitoxantrone,106137
1257,Infant,21905326
1258,Rats,22339676
1259,Nomograms,82598
1260,Thailand,29167489
1261,Narcotics,3340879
1262,"Hernia, Diaphragmatic",281
1263,Pregnant Women,7404953
1264,Phenanthrenes,5149
1265,Chorionic Villi Sampling,2945
1266,Waiting Lists,738348
1267,Epilepsy,7920658
1268,Stroke Volume,225310
1269,"Sphincterotomy, Endoscopic",138
1270,Atrial Fibrillation,1876759
1271,Electrocardiography,204288
1272,Prone Position,306841
1273,Bezafibrate,26990
1274,Epidemiologic Methods,13185
1275,"Biopsy, Needle",710
1276,"Carcinoma, Intraductal, Noninfiltrating",9
1277,Blood Pressure,48972905
1278,Coronary Artery Bypass,445189
1279,Medicaid,13775658
1280,Tolonium Chloride,596
1281,Follicular Phase,98920
1282,Income,169582516
1283,Cholecystectomy,484547
1284,"Coated Materials, Biocompatible",29
1285,Andropause,123417
1286,United Kingdom,35996838
1287,Tibial Fractures,31228
1288,Venous Pressure,174211
1289,Iodized Oil,8161
1290,Statistics as Topic,252
1291,"Arrhythmias, Cardiac",5400
1292,"Death, Sudden, Cardiac",87
1293,Respiratory Tract Fistula,67
1294,Neoplasm Proteins,902
1295,Nurses' Aides,4339
1296,Social Behavior,724024
1297,"Education, Medical, Continuing",63
1298,Europe,174610611
1299,Diffusion Magnetic Resonance Imaging,6210
1300,"Sexual Dysfunctions, Psychological",66
1301,Magnetic Resonance Imaging,2280808
1302,Otolithic Membrane,2350
1303,Oncology Nursing,95112
1304,Kidney Transplantation,320511
1305,Lymphedema,689387
1306,Pulsatile Flow,29074
1307,Random Allocation,52572
1308,Computer Systems,3989814
1309,Hispanic Americans,131838
1310,Thinness,480203
1311,"Surgical Procedures, Operative",368
1312,Radiopharmaceuticals,182672
1313,Androgens,920209
1314,Cerebrospinal Fluid,993343
1315,"Neoplasms, Multiple Primary",92
1316,Orthopedic Procedures,39971
1317,Veterans,33013665
1318,Fetal Diseases,1988
1319,Health Promotion,2068811
1320,Microsatellite Repeats,4950
1321,Urban Population,520895
1322,African Continental Ancestry Group,143
1323,Wound Healing,2084279
1324,Heart,376420494
1325,Chromones,7683
1326,Endometrium,712236
1327,DNA Helicases,624
1328,"History, Ancient",25410
1329,Solutions,240495556
1330,Mandelic Acids,3515
1331,Pediatric Obesity,39910
1332,Sulfones,23289
1333,Patient Safety,2451990
1334,Self Disclosure,23400
1335,Stroke,41199176
1336,Child Mortality,362834
1337,Cytokines,5865651
1338,Patient Discharge Summaries,854
1339,Superoxides,15542
1340,Fasting,11830440
1341,Sterilization Reversal,2078
1342,Dopamine,6102127
1343,Intestinal Absorption,122046
1344,Tetralogy of Fallot,58950
1345,Diet Records,8746
1346,"Anesthesia, Obstetrical",192
1347,Intercellular Adhesion Molecule-1,43349
1348,"Emergency Service, Hospital",249
1349,"Dental Implantation, Endosseous",36
1350,"Leukemia, Myeloid",846
1351,"Diabetes Mellitus, Type 1",1880
1352,Pamphlets,1827100
1353,Drug-Eluting Stents,74850
1354,Child Behavior,137452
1355,Cyanoacrylates,22593
1356,Amides,212732
1357,Neurons,16167444
1358,Leadership,115046759
1359,"Delivery, Obstetric",832
1360,Cooperative Behavior,54292
1361,Catheters,1352155
1362,"Pain, Postoperative",4058
1363,Cell Proliferation,3074681
1364,Spouses,8194909
1365,Pre-Eclampsia,371493
1366,Cervix Uteri,25465
1367,Diabetic Retinopathy,877899
1368,Nutritional Sciences,121810
1369,Neurologic Examination,57082
1370,"Ultrasonography, Doppler, Duplex",10
1371,Aged,45164641
1372,Heart Rate,10796005
1373,Angina Pectoris,267251
1374,Employment,82712110
1375,Clinical Competence,82943
1376,Ilium,168946
1377,Endometrial Neoplasms,937
1378,Statistical Distributions,55818
1379,Tooth Crown,39486
1380,Capillaries,1524297
1381,Endometriosis,2465952
1382,Suture Techniques,9670
1383,Bone Wires,246
1384,"Injections, Intramuscular",341
1385,Hemorrhage,3201709
1386,Iceland,14039664
1387,Melanoma,5624409
1388,"Financing, Personal",3453
1389,Homes for the Aged,21250
1390,Cervical Vertebrae,141181
1391,"Nose Deformities, Acquired",10
1392,Software,378579965
1393,"Hematoma, Subdural",811
1394,Autoantibodies,840726
1395,Double-Blind Method,4591
1396,Cyclooxygenase 2 Inhibitors,1284
1397,Recurrence,7454107
1398,"Endoscopy, Gastrointestinal",634
1399,Karnofsky Performance Status,9214
1400,Non-alcoholic Fatty Liver Disease,174871
1401,Membrane Proteins,626856
1402,Suture Anchors,25572
1403,Parent-Child Relations,23538
1404,Cardiac Surgical Procedures,9113
1405,"Genes, erbB-1",7
1406,Overweight,11799052
1407,Learning,321031437
1408,Coloring Agents,68572
1409,HIV-2,151926
1410,Antibiotic Prophylaxis,148943
1411,Bronchi,1016452
1412,Chlorides,342447
1413,Disabled Persons,454865
1414,Myocardial Infarction,2749654
1415,Proto-Oncogene Proteins c-kit,29
1416,Colonic Diseases,3339
1417,Motor Activity,234331
1418,"Anastomosis, Surgical",152
1419,Peripheral Nerve Injuries,18421
1420,Temporomandibular Joint Disc,2499
1421,Transforming Growth Factor beta1,6572
1422,Longitudinal Ligaments,4267
1423,Embolism,1450684
1424,Michigan,51115963
1425,"Polymorphism, Single Nucleotide",388
1426,Alcoholism,3896778
1427,"Immunity, Innate",1162
1428,Cardiology,3788704
1429,Videotape Recording,6876
1430,Social Work,7331320
1431,Hodgkin Disease,4969
1432,Knee Injuries,339169
1433,"Angioplasty, Balloon, Coronary",150
1434,Cataract,4958085
1435,Blast Injuries,24670
1436,Plasminogen Activator Inhibitor 1,11203
1437,"Radiotherapy Planning, Computer-Assisted",14
1438,Motivation,33773234
1439,"Diagnostic Tests, Routine",148
1440,Myometrium,139669
1441,Testicular Hydrocele,1106
1442,"Hospitals, Voluntary",668
1443,"Radiotherapy, Image-Guided",246
1444,"Food, Fortified",695
1445,Dissociative Disorders,72355
1446,"Thrombocytopenia, Neonatal Alloimmune",46
1447,Telephone,45518547
1448,Albuminuria,297251
1449,Spinal Cord,6373012
1450,Blood Flow Velocity,63183
1451,Family Practice,777263
1452,"Chemotherapy, Adjuvant",1232
1453,Myocardial Revascularization,30938
1454,Maternal Age,348353
1455,"Antibodies, Antiphospholipid",501
1456,Policy Making,838200
1457,Testosterone,28645793
1458,"Electrophysiologic Techniques, Cardiac",32
1459,HIV-1,2810468
1460,Health Services Research,333868
1461,"Receptors, Adrenergic, beta",50
1462,Blood Glucose Self-Monitoring,2948
1463,Myoclonus,182704
1464,"Physicians, Women",1385
1465,Middle Aged,1368977
1466,Risk Management,10819286
1467,Vesicular Transport Proteins,404
1468,Enoxaparin,171330
1469,Pupil,9059304
1470,Vaccination,22076433
1471,Vascular Surgical Procedures,2912
1472,Feeding Behavior,154347
1473,Air Ambulances,67749
1474,Pain,300905092
1475,Esophageal and Gastric Varices,2129
1476,Immunoglobulin G,37764
1477,Anthropometry,160825
1478,"DNA, Plant",139
1479,Hippocampus,2783628
1480,"Administration, Cutaneous",64
1481,Brain Concussion,7997
1482,Bone Marrow Transplantation,245527
1483,Professional-Patient Relations,316
1484,Dyslipidemias,25229
1485,Cattle,19777937
1486,Maxillary Diseases,110
1487,Brain,145230754
1488,Biomarkers,5672468
1489,Paresthesia,201997
1490,Neonatal Screening,37240
1491,Placenta,2893302
1492,"Hepatitis, Chronic",5235
1493,Alcohol-Related Disorders,7581
1494,Curriculum,39111029
1495,Risk Factors,12959180
1496,Cell Division,1311797
1497,"Angioplasty, Balloon",636
1498,Zeolites,327459
1499,Vesico-Ureteral Reflux,2628
1500,Ghana,21884420
1501,Africa South of the Sahara,8006
1502,Confidentiality,9836335
1503,"Education, Special",60092
1504,"Hospitals, Public",34318
1505,Osteomyelitis,495049
1506,Recommended Dietary Allowances,25642
1507,Clinical Clerkship,13722
1508,K562 Cells,2193
1509,Sorbitol,598115
1510,Bilirubin,1216721
1511,"Neoplasms, Unknown Primary",34
1512,Inflammatory Bowel Diseases,162424
1513,Animal Assisted Therapy,30997
1514,Running,279574948
1515,Imatinib Mesylate,62454
1516,Bed Occupancy,60771
1517,Cell Phone,22186327
1518,DNA Mutational Analysis,174
1519,Albumins,38803
1520,Breast Implants,783581
1521,Acclimatization,403612
1522,Torque,18235085
1523,Oxidative Stress,4979396
1524,Sotalol,121062
1525,Pituitary Gland,899468
1526,Personnel Staffing and Scheduling,89
1527,Bone and Bones,1179
1528,Government Regulation,713678
1529,Pericardium,340506
1530,Organoplatinum Compounds,168
1531,Records as Topic,36
1532,Immunoglobulin E,19511
1533,Diagnosis-Related Groups,10662
1534,Apgar Score,11126
1535,Patient Selection,283449
1536,Transforming Growth Factor beta,90266
1537,Androgen Antagonists,1394
1538,Refusal to Participate,54568
1539,"Neoplasm Recurrence, Local",191
1540,Neutrophils,2340365
1541,Quality of Health Care,163732
1542,Immunoassay,779899
1543,African Americans,4537169
1544,Posture,14449421
1545,Biofilms,1134855
1546,Neoplasm Staging,484
1547,Transfer (Psychology),12
1548,Cerebral Hemorrhage,126977
1549,Uterine Neoplasms,2354
1550,"Lupus Erythematosus, Systemic",3270
1551,"Infant, Extremely Low Birth Weight",10
1552,Tissue Expansion,38692
1553,Radionuclide Imaging,15832
1554,Nephrectomy,456174
1555,Calibration,11620280
1556,Time and Motion Studies,9173
1557,Benzamides,11709
1558,DNA Transposable Elements,114
1559,Pubic Symphysis,61178
1560,Patients,344401344
1561,Vitiligo,790346
1562,Temporomandibular Joint Disorders,18415
1563,Catholicism,2710152
1564,Isoflurane,506454
1565,Texas,124956994
1566,"Hypersensitivity, Immediate",74
1567,"Dose-Response Relationship, Drug",854
1568,Chordae Tendineae,19049
1569,Orthodontic Wires,9488
1570,Linguistics,5939109
1571,Tumor Necrosis Factor-alpha,134917
1572,Respiratory Tract Infections,415421
1573,Substance Withdrawal Syndrome,304
1574,Patient Acceptance of Health Care,187
1575,"Heart Defects, Congenital",488
1576,Referral and Consultation,2432
1577,Guideline Adherence,28758
1578,"Respiratory Distress Syndrome, Adult",146
1579,Medical Errors,362727
1580,"Carcinoma, Renal Cell",2371
1581,Phlebitis,128192
1582,"Tuberculosis, Pulmonary",1804
1583,Certification,57279629
1584,Ascomycota,79517
1585,"Hair Cells, Auditory, Outer",12
1586,"Education, Distance",8800
1587,"Antibodies, Bacterial",325
1588,Aortic Valve Stenosis,45477
1589,Tinnitus,3991921
1590,Vinblastine,133820
1591,Adult,227814052
1592,Urology,2267490
1593,Quality-Adjusted Life Years,33871
1594,Female,134840631
1595,"Biopsy, Fine-Needle",294
1596,Lymph Nodes,3117273
1597,Caregivers,10633472
1598,Cohort Studies,609335
1599,Family,788270979
1600,Quebec,12976215
1601,"Colitis, Ulcerative",2217
1602,Digoxin,655810
1603,Obsessive-Compulsive Disorder,492407
1604,Macrophages,5791685
1605,Subtraction Technique,8734
1606,"Administration, Intravenous",1520
1607,Illinois,39486615
1608,Body Dysmorphic Disorders,2627
1609,Child Health Services,54378
1610,Hip Prosthesis,29062
1611,"Wounds, Penetrating",203
1612,Prostatic Neoplasms,2150
1613,Maternal Mortality,709431
1614,"Epilepsy, Temporal Lobe",1088
1615,Consciousness Disorders,3437
1616,Cell Death,3876749
1617,Patient Compliance,215057
1618,"Models, Animal",4886
1619,Estradiol,1715250
1620,"Ultrasonography, Doppler",284
1621,"Outpatient Clinics, Hospital",520
1622,Regression Analysis,2580012
1623,Drainage,16538643
1624,Gastroesophageal Reflux,608364
1625,Terminal Care,22457
1626,Bronchial Hyperreactivity,14062
1627,alpha-Crystallin B Chain,20
1628,Perfusion,2713832
1629,Cisplatin,1785516
1630,Prostate-Specific Antigen,209642
1631,Ossification of Posterior Longitudinal Ligament,1905
1632,Cholangitis,291917
1633,Atherosclerosis,2977778
1634,Protein Biosynthesis,46976
1635,Multiple Trauma,37238
1636,Image Enhancement,180542
1637,"Hospitals, Veterans",1689
1638,Lipids,4088372
1639,Urinary Incontinence,822513
1640,"Anesthesia, General",2706
1641,Oxygen Consumption,563179
1642,Alcohol Drinking,144046
1643,"Health Knowledge, Attitudes, Practice",697
1644,Disability Evaluation,21397
1645,Hydrogen-Ion Concentration,2978
1646,Cardiac Output,673881
1647,Esophageal Neoplasms,2108
1648,Weight Gain,8484521
1649,Intelligence Tests,103318
1650,Infertility,5727945
1651,Hormone Antagonists,6129
1652,Crohn Disease,20856
1653,Treatment Failure,374730
1654,Intensive Care Units,691770
1655,Portugal,19166635
1656,Organ Sparing Treatments,26
1657,Adenomatous Polyposis Coli,31512
1658,Public Health,37881381
1659,"Catheterization, Central Venous",258
1660,Bandages,1749736
1661,Esophagoscopy,18287
1662,"Decompression, Surgical",191
1663,Length of Stay,1199302
1664,Survivors,17292757
1665,Military Dentistry,518
1666,Spondylolysis,55388
1667,Proportional Hazards Models,75283
1668,Prednisolone,1593624
1669,Celiac Disease,1379003
1670,"Students, Medical",21963
1671,Canada,180907373
1672,Penile Neoplasms,364
1673,Intestinal Perforation,34970
1674,"Antineoplastic Agents, Phytogenic",61
1675,Doxorubicin,1020105
1676,Ovarian Neoplasms,14324
1677,Vulnerable Populations,947621
1678,Enteritis,244308
1679,Violence,82449946
1680,Follow-Up Studies,168392
1681,"Nursing Staff, Hospital",543
1682,Acetaminophen,1818399
1683,Behavior Therapy,579496
1684,"Infant, Newborn, Diseases",209
1685,Leiomyoma,145221
1686,"Hypoxia-Inducible Factor 1, alpha Subunit",131
1687,"Education, Public Health Professional",24
1688,Polyglactin 910,7739
1689,Donor Selection,23754
1690,Classification,34246313
1691,Polyethylene,5111960
1692,Osteochondritis Dissecans,34768
1693,"Diagnostic Techniques, Ophthalmological",14
1694,Estrogen Replacement Therapy,40548
1695,Disaster Planning,98082
1696,Sufentanil,80432
1697,Treatment Refusal,5220
1698,"Analgesics, Non-Narcotic",147
1699,"Anemia, Hemolytic",2300
1700,Cardiovascular Diseases,1566817
1701,Energy Intake,675544
1702,Laser Therapy,736181
1703,Physical Fitness,2889850
1704,"Surgery Department, Hospital",481
1705,Asthma,17290679
1706,Endoscopy,2203744
1707,Cardiovascular Surgical Procedures,1275
1708,Chemoprevention,189749
1709,CA-125 Antigen,36
1710,"Anesthesia, Local",2458
1711,Abbreviated Injury Scale,12102
1712,Dietetics,767868
1713,Homocysteine,798348
1714,Educational Measurement,36637
1715,Contraindications,1507331
1716,Toluene,903898
1717,Vision Tests,38832
1718,"Hospitals, University",7407
1719,Leukemia,6500665
1720,Endolymphatic Hydrops,17200
1721,New South Wales,5588687
1722,Sleep Apnea Syndromes,2382
1723,Patient Transfer,66978
1724,School Admission Criteria,755
1725,Hepatorenal Syndrome,40958
1726,Molecular Sequence Data,14241
1727,Health Services,10934742
1728,DMF Index,328
1729,"Infusions, Intravenous",235
1730,Antihypertensive Agents,95125
1731,Ligands,3203217
1732,Survival,54564276
1733,"Wounds, Nonpenetrating",40
1734,Lidocaine,1156506
1735,Collagen,16289791
1736,Retroperitoneal Space,23126
1737,Crime,87915717
1738,Alleles,3089301
1739,"Fetal Membranes, Premature Rupture",46
1740,Discriminant Analysis,322484
1741,Ambulances,1626904
1742,"Mammary Glands, Human",23
1743,Antineoplastic Agents,40729
1744,Multidetector Computed Tomography,25894
1745,Gastric Mucosa,226137
1746,Sirolimus,215518
1747,Bisexuality,536871
1748,Warfarin,1714698
1749,Sclerosis,5783442
1750,Glioma,1480143
1751,Paralysis,4467191
1752,Internet,381120054
1753,Laparoscopy,763199
1754,T-Lymphocytes,8148
1755,Fibrinolytic Agents,7040
1756,Menopause,6084580
1757,"Infertility, Female",1709
1758,Liver,47773698
1759,Phagocytes,284679
1760,Ureteroscopy,72538
1761,"Wounds, Gunshot",833
1762,"Drug Resistance, Viral",194
1763,Macular Degeneration,1401569
1764,Gastroenterology,1824125
1765,Defecation,673169
1766,Young Adult,12708085
1767,Sleep,216321821
1768,Poisoning,8255110
1769,Dental Models,16582
1770,alpha-Fetoproteins,304
1771,Bone Neoplasms,2745
1772,Pressure,233266138
1773,Distance Perception,11121
1774,Coronary Angiography,317594
1775,Trachea,1010929
1776,"Blood Loss, Surgical",1175
1777,Medical Records,4172496
1778,Androstenols,113
1779,Male,222002401
1780,General Surgery,827708
1781,Dura Mater,126968
1782,Neoplasm Invasiveness,239
1783,Anastomotic Leak,86664
1784,Gallbladder Neoplasms,511
1785,Postmenopause,42405
1786,Survival Analysis,429383
1787,Sports Equipment,940371
1788,Cell Line,3772613
1789,Papanicolaou Test,1966
1790,Tissue Donors,24745
1791,Estrogens,851575
1792,Fracture Fixation,44900
1793,Equipment Design,257186
1794,Synapses,1778857
1795,Wales,31488405
1796,Weight Reduction Programs,30219
1797,Terminology as Topic,123
1798,Glial Fibrillary Acidic Protein,76783
1799,Alprostadil,218704
1800,Uterine Contraction,33947
1801,Retirement,56920775
1802,Respiratory Tract Diseases,14966
1803,Treatment Outcome,328687
1804,Residence Characteristics,1271
1805,Australian Capital Territory,309643
1806,Queensland,13247646
1807,Optometry,1313425
1808,"Pregnancy Trimester, Third",56
1809,Memory Disorders,62585
1810,Family Conflict,181455
1811,Animals,117973537
1812,"Pregnancy Trimester, First",66
1813,"Epilepsies, Partial",60
1814,"Antibodies, Viral",1681
1815,Crown-Rump Length,16672
1816,Anal Canal,158375
1817,Vitamin D Deficiency,68064
1818,Assisted Living Facilities,689431
1819,Anti-Bacterial Agents,15323
1820,Latex Hypersensitivity,1297
1821,Italy,64598696
1822,Anxiety,80628087
1823,Nortropanes,99
1824,Ambulatory Care,370852
1825,Pancreatic Diseases,32311
1826,Hypoglycemic Agents,67951
1827,Hospital Records,175641
1828,Vertebral Artery,151103
1829,"Muscle, Skeletal",5159
1830,"Pulmonary Disease, Chronic Obstructive",489
1831,Reoperation,256460
1832,Automobile Driving,16486
1833,Sex Distribution,57338
1834,Hospitals,44139438
1835,Self Report,72464
1836,"Decision Support Systems, Clinical",174
1837,DNA Fragmentation,10891
1838,Water,872767730
1839,Vagina,7859975
1840,Enema,1025035
1841,Advance Directives,189832
1842,Skin Diseases,756879
1843,Reaction Time,1549118
1844,"Intubation, Intratracheal",111
1845,Norway,20174425
1846,"Embolism, Air",233
1847,Anterior Cruciate Ligament Reconstruction,66415
1848,Prognosis,8000514
1849,"Blotting, Western",357
1850,Pectins,83559
1851,"Fatty Acids, Omega-3",4277
1852,Egypt,56920554
1853,Ruthenium Radioisotopes,7
1854,Tissue Adhesions,9333
1855,Gonorrhea,1179893
1856,"Fatty Liver, Alcoholic",2032
1857,"Menisci, Tibial",71
1858,"Hierarchy, Social",1394
1859,Electrolytes,2503475
1860,Pain Measurement,13435
1861,"Databases, Factual",271
1862,Community Mental Health Centers,43012
1863,Stainless Steel,66135350
1864,Inflammation,31719819
